id,cause_of_death,region_origin,affected_nationality,missing,dead,incident_region,date,source,reliability,lat,lon
144702,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,1,North Africa,15/12/2015,Regional Mixed Migration Secretariat,Partially verified,24.08892822,32.90411377
144703,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,3,North Africa,16/12/2015,Regional Mixed Migration Secretariat,Partially verified,15.48571777,32.56048584
144704,Vehicle_Accident,Horn of Africa (P),,,10,North Africa,16/12/2015,Regional Mixed Migration Secretariat,Partially verified,23.35131836,21.86590576
144705,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,3,North Africa,16/12/2015,Regional Mixed Migration Secretariat,Partially verified,26.07568359,14.72589111
144706,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,8,North Africa,16/12/2015,Regional Mixed Migration Secretariat,Partially verified,30.39831543,19.578125
144707,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,16/12/2015,Regional Mixed Migration Secretariat,Partially verified,12.95068359,36.15948486
144708,Starvation,Horn of Africa (P),,,2,North Africa,16/12/2015,Regional Mixed Migration Secretariat,Partially verified,23.37127686,21.87591553
144709,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa (P),,,1,Horn of Africa,16/12/2015,Regional Mixed Migration Secretariat,Partially verified,8.500488281,47.34631348
144710,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,34,North Africa,16/12/2015,Regional Mixed Migration Secretariat,Partially verified,23.33129883,21.855896
144711,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,5,North Africa,16/12/2015,Regional Mixed Migration Secretariat,Partially verified,27.07232666,14.43609619
144712,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,2,North Africa,16/12/2015,Regional Mixed Migration Secretariat,Partially verified,19.28051758,29.2677002
144713,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,8,North Africa,17/12/2015,Regional Mixed Migration Secretariat,Partially verified,23.3112793,21.81591797
144714,Shot_or_Stabbed,Horn of Africa (P),,,1,North Africa,17/12/2015,Regional Mixed Migration Secretariat,Partially verified,12.96130371,36.14550781
144715,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,4,North Africa,17/12/2015,Regional Mixed Migration Secretariat,Partially verified,23.3123169,21.83587647
144716,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa (P),,,1,Horn of Africa,17/12/2015,Regional Mixed Migration Secretariat,Partially verified,9.543273926,44.0401001
144717,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,2,Horn of Africa,17/12/2015,Regional Mixed Migration Secretariat,Partially verified,12.95111084,36.15551758
144718,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,5,North Africa,17/12/2015,Regional Mixed Migration Secretariat,Partially verified,23.34130859,21.82592773
144719,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,3,North Africa,17/12/2015,Regional Mixed Migration Secretariat,Partially verified,21.05651856,30.26190186
144720,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,17/12/2015,Regional Mixed Migration Secretariat,Partially verified,15.45568848,32.53051758
144721,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,17/12/2015,Regional Mixed Migration Secretariat,Partially verified,-14.02001953,35.38208008
144722,Vehicle_Accident,Horn of Africa (P),,,1,North Africa,18/12/2015,Regional Mixed Migration Secretariat,Partially verified,20.00427246,29.70709229
144723,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa (P),,,1,Horn of Africa,18/12/2015,Regional Mixed Migration Secretariat,Partially verified,10.10687256,48.86730957
144724,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa (P),,,1,North Africa,19/12/2015,Regional Mixed Migration Secretariat,Partially verified,15.44812012,36.2755127
144725,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa (P),,,1,Horn of Africa,19/12/2015,Regional Mixed Migration Secretariat,Partially verified,8.65032959,47.09851074
144726,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,2,North Africa,19/12/2015,Regional Mixed Migration Secretariat,Partially verified,15.46588135,36.41290283
144727,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa (P),,,1,North Africa,19/12/2015,Regional Mixed Migration Secretariat,Partially verified,23.18847656,32.33288574
144728,Shot_or_Stabbed,Horn of Africa (P),,,2,North Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,15.45812988,36.40411377
144729,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,6,North Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,30.40411377,19.56591797
144730,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,3,North Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,30.21472168,20.14031982
144731,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,15.46569824,32.57049561
144732,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,6,North Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,23.35131836,21.88592529
144733,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,27.0123291,14.45611572
144734,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,2,Horn of Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,8.493103027,47.33673096
144735,Starvation Dehydration Vehicle_Accident,Horn of Africa (P),,,3,North Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,21.81488037,31.38189697
144736,Shot_or_Stabbed,Horn of Africa (P),,,12,North Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,23.38128662,21.87591553
144737,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,24.21447754,32.9810791
144738,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa (P),,,3,Sub-Saharan Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,-9.949890137,40.46270752
144739,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,11.57427979,37.36132813
144740,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,23,North Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,27.04229736,14.49609375
144741,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,11,North Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,30.37652588,19.98413086
144742,Shot_or_Stabbed,Horn of Africa (P),,,36,North Africa,20/12/2015,Regional Mixed Migration Secretariat,Partially verified,27.0623169,14.44610596
144743,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,31/12/2015,Regional Mixed Migration Secretariat,Partially verified,-0.023376465,41.31408691
144744,Shot_or_Stabbed,Horn of Africa (P),,,1,Horn of Africa,31/12/2015,Regional Mixed Migration Secretariat,Partially verified,2.075683594,45.35308838
144745,Shot_or_Stabbed,Horn of Africa (P),,,1,Horn of Africa,31/12/2015,Regional Mixed Migration Secretariat,Partially verified,5.114501953,48.35089111
144747,Murdered,Central America & Mexico,Honduras,,1,Central America incl. Mexico,16/01/2015,La 72,Partially Verified,18.05633095,-93.08446819
144749,,Central America & Mexico,,,1,U.S./Mexico Border,07/08/2016,Desaparecidos y sin reclamar en la frontera,Partially Verified,26.24029686,-98.49607845
144750,,Central America & Mexico,,,1,U.S./Mexico Border,29/12/2016,Presidio County Sherrif's Office,Verified,29.91683855,-104.251026
145146,Van accident,Central America & Mexico,El Salvador,,1,Central America incl. Mexico,19/01/2015,Noticieros Televisa,Partially Verified,17.87580674,-93.15120271
145546,Presumed drowning,South America,Venezulean,,5,Caribbean,30/12/2015,New York Times,Partially Verified,11.72421022,-68.68923026
145547,Hit by truck,Horn of Africa,Ethiopia,,1,Europe,20/01/2017,The Telegraph,Partially Verified,50.9254515,1.916389822
145548,,Central America & Mexico,,,1,U.S./Mexico Border,02/09/2016,Desaparecidos y sin reclamar en la frontera,Partially Verified,31.75930244,-106.4731942
145549,,Caribbean,Cuba,5,1,Caribbean,30/09/2016,Noticias RPTV,Partially Verified,27.82538924,-97.01234517
145946,,Central America & Mexico,,,1,U.S./Mexico Border,10/01/2017,Facebook Desaparecidos y sin reclamar en la frontera,Partially Verified,26.37711894,-98.8042958
146346,Presumed drowning,Central America & Mexico,,,1,U.S./Mexico Border,23/01/2017,Reporte Tamaulipas via Facebook and Contacto,Verified,25.87155983,-97.47309005
146347,Presumed drowning,,,,5,Mediterranean,20/01/2017,IOM Libya,Verified,32.83835113,12.48392445
146348,Presumed drowning,,,,1,Mediterranean,20/01/2017,IOM Lybia,Verified,32.95211919,13.13515722
146746,Presumed drowning,Caribbean,Haiti,51,17,Caribbean,23/01/2017,AP,Verified,21.75159481,-71.54236171
146747,Drowning,South East Asia,Indonesia,,2,Southeast Asia,24/01/2017,AFP,Verified,2.435428501,103.8493786
146748,Drowning,South East Asia,Indonesia,,4,Southeast Asia,23/01/2017,AFP,Partially Verified,1.874913275,104.1696971
146749,Drowning,South East Asia,Indonesia,7,10,Southeast Asia,22/01/2017,AFP,Partially Verified,1.991631418,104.1669506
146750,Unknown (skeletal remains),Central America & Mexico,Nicaragua,,1,U.S./Mexico Border,22/01/2017,La capital mx,Verified,32.618858,-115.436733
146751,Presumed drowning,Central America & Mexico,El Salvador,,1,U.S./Mexico Border,22/01/2017,El mañana,Partially Verified,26.06684263,-98.21010017
146752,Presumed drowning,,,,10,Mediterranean,23/01/2017,IOM Lybia,Verified,32.95739109,13.23472082
147146,Drowning,South East Asia,Indonesia,,8,Southeast Asia,25/01/2017,Jakarta Globe,Verified,2.435569135,103.853265
147147,Presumed drowning,,,2,1,Mediterranean,26/01/2017,Reuters,Verified,32.85638965,12.54570194
147148,Presumed drowning,Sub-Saharan Africa,Congo,,1,Mediterranean,26/01/2017,AFP,Verified,36.179855,-6.03178196
147149,,South East Asia,Nigeria,1,1,Mediterranean,28/01/2017,IOM Rome,Verified,37.22486875,12.46903748
147546,Hypothermia,Sub-Saharan Africa,Ivory Coast,,2,Mediterranean,26/01/2017,IOM Rome,Partially Verified,37.14434869,12.23207794
147946,Drowning,Central America & Mexico,Guatemala,,1,U.S./Mexico Border,15/01/2017,El mañana,Partially Verified,26.2066228,-98.5010031
147947,Presumed drowning,Central America & Mexico,,,2,U.S./Mexico Border,25/01/2017,La Prensa.mx,Partially Verified,26.09733418,-98.27255185
147948,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,28/01/2017,"Zocalo, Maverick County Sheriff",Partially Verified,28.74187332,-100.5074598
147949,Presumed drowning,Central America & Mexico,,,1,U.S./Mexico Border,29/01/2017,Lider Web Infromativo,Partially Verified,27.49900987,-99.50783181
147950,Presumed drowning,Central America & Mexico,Honduras,,1,U.S./Mexico Border,29/01/2017,Super Channel 12 via Facebook,Partially Verified,28.65929836,-100.4968742
147951,Presumed drowning,Central America & Mexico,Honduras,,1,U.S./Mexico Border,31/01/2017,Mi Morelia,Partially Verified,28.69794407,-100.5112032
147952,Presumed drowning,Central America & Mexico,Honduras,,1,U.S./Mexico Border,31/01/2017,Mi Morelia,Partially Verified,28.69676854,-100.5110558
148346,Drowning,Central America & Mexico,El Salvador,,1,U.S./Mexico Border,30/01/2017,El mañana,Partially Verified,26.15710453,-98.3687938
148746,Drowning,Central America & Mexico,Honduras,,1,U.S./Mexico Border,04/02/2017,Zocalo,Partially Verified,29.32961234,-100.9308918
148747,Drowning,Horn of Africa,Ethiopia,,1,Mediterranean,04/02/2017,Daily Sabha,Partially Verified,39.32680774,26.69295326
149146,Presumed drowning,Central America & Mexico,,,1,U.S./Mexico Border,04/02/2017,Telered Noticias,Partially Verified,27.47941726,-99.4792574
149546,Hit by train,North Africa,,,1,Europe,04/02/2017,Laguria Notizie,Partially Verified,43.79104453,7.61404076
149946,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,01/01/2017,Pima County Office of the Medical Examiner,Verified,32.1117,-112.9925
149947,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,02/01/2017,Pima County Office of the Medical Examiner,Verified,31.9168,-112.93808
149948,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,03/01/2017,Pima County Office of the Medical Examiner,Verified,31.700433,-111.700666
149949,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,04/01/2017,Pima County Office of the Medical Examiner,Verified,33.63877,-114.26164
149951,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,29/01/2017,Pima County Office of the Medical Examiner,Verified,31.4246,-111.2435
149952,Head trauma (hit by boat propeller),Horn of Africa,Somalia,,1,Middle East,02/02/2017,UNHCR,Verified,12.56319069,45.62726794
149953,Presumed Drowning,Sub-Saharan Africa,,3,,Mediterranean,03/02/2017,IOM Lybia,Verified,32.92754163,13.18112128
149954,Hit by train,Central America & Mexico,,,1,Central America incl. Mexico,05/02/2017,Ernesto Villalpando Noticias,Partially Verified,20.80279952,-104.0686533
150346,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,06/02/2017,Pima County Office of the Medical Examiner,Verified,32.317111,-113.13486
150347,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,06/01/2017,Pima County Office of the Medical Examiner,Verified,32.31711,-113.13483
150348,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,06/01/2017,Pima County Office of the Medical Examiner,Verified,32.30597,-113.09133
150349,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,08/01/2017,Pima County Office of the Medical Examiner,Verified,31.68753,-111.98465
150350,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,09/01/2017,Pima County Office of the Medical Examiner,Verified,32.06821,-112.4018
150351,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,10/01/2017,Pima County Office of the Medical Examiner,Verified,31.99745,-112.12123
150352,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,17/01/2017,Pima County Office of the Medical Examiner,Verified,32.45399,-113.18415
150353,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,17/01/2017,Pima County Office of the Medical Examiner,Verified,32.0145,-112.06358
150354,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,26/01/2017,Pima County Office of the Medical Examiner,Verified,32.3088,-111.395217
150355,Drowning,Horn of Africa,Somalia,,7,Middle East,02/02/2017,UNHCR,Verified,12.55105541,44.47840028
150356,"Undernourished, dehydration",Horn of Africa,Ethiopia,,1,Mediterranean,07/02/2017,Lametino,Partially Verified,38.67158567,16.09699553
150746,Hit by vehicle,Horn of Africa,Eritrea,,1,Europe,08/10/2016,The Italian Insider,Partially Verified,43.7893327,7.53318198
150747,Shot,Middle East,Syrian,,1,Middle East,28/10/2016,Syrian Observatory for Human Rights,Partially Verified,37.18312,42.12336
150748,Presumed drowning,Central America & Mexico,,,1,U.S./Mexico Border,08/02/2017,Lider Web,Partially Verified,27.47692542,-99.48162815
150749,Shot,Middle East/ South Asia,Syria,,3,Middle East,04/12/2016,Syrian Observatory for Human Rights,Partially Verified,36.2,36.516667
150750,Shot,Middle East,Syria,,4,Middle East,04/12/2016,Syrian Observatory for Human Rights,Partially Verified,36.21360732,36.613869
150751,Shot,Middle East,Syrian,,3,Middle East,24/12/2016,Syrian Observatory for Human Rights,Partially Verified,37.104167,40.93
150752,Hypothermia,Central America & Mexico,Guatemala,,1,U.S./Mexico Border,24/12/2016,Pima County Office of the Medical Examiner,Partially Verified,32.2217429,-110.926479
150753,Hit by car,North Africa,Sudan,,1,Europe,22/10/2016,Imperia,Partially Verified,43.7593223,7.440285671
150754,Heart attack,Central America & Mexico,El Salvador,,1,Central America incl. Mexico,31/03/2016,Grupo Beta Ixtepec,Partially Verified,16.749866,-92.948968
150755,Renal insufficiency,Central America & Mexico,Guatemala,,1,Central America incl. Mexico,31/10/2016,Grupo Beta Ixtepec,Verified,16.4390101,-95.01745716
151146,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,18/10/2016,Desaparecidos y sin reclamar en la frontera via Facebook,Partially Verified,32.76038748,-115.33022
151147,Hit by train,North Africa,Argelia,,1,Europe,11/12/2016,Sky Bet,Partially Verified,43.79464247,7.605008541
151148,Drowning,,,,2,Mediterranean,30/12/2016,IOM Tunisia,Verified,33.50365352,11.12054967
151546,Presumed drowning,Sub-Saharan Africa,,3,0,Mediterranean,29/01/2017,El mundo,Partially Verified,36.51395307,-2.173014985
151547,Presumed drowning,Sub-Saharan Africa,,2,0,Mediterranean,11/02/2017,Andalucía Informacion and Europa Sur,Partially Verified,36.0024962,-5.623007208
151946,Drowning,South Asia,Afghanistan,0,1,Europe,02/02/2017,IOM Bulgaria,Verified,46.08660849,20.04484244
151947,Hypothermia,South Asia,Pakistan,0,1,Europe,11/02/2017,UNHCR,Partially Verified,43.15305749,22.5861082
151948,Presumed drowning,Sub-Saharan Africa,,9,,Mediterranean,14/02/2017,Salvamento Maritimo via Twitter and Entre Fronteras,Partially Verified,35.83204922,-5.754814862
152346,Drowning,South East Asia,Myanmar,,5,Southeast Asia,06/11/2016,Arakan Times,Partially Verified,20.91646515,92.29219905
152347,Shot,South East Asia,Myanmar,,1,Southeast Asia,29/11/2016,OHCHR - Report of OHCHR mission to Bangladesh,Verified,20.95360957,92.27383152
152348,Presumed drowning,South East Asia,Myanmar,,18,Southeast Asia,14/12/2016,OHCHR,Verified,20.59295417,92.39558721
152349,Shot,South East Asia,Myanmar,,1,Southeast Asia,29/12/2016,OHCHR,Verified,20.71845779,92.37075765
152746,Drowning,South East Asia,Myanmar,,3,Southeast Asia,14/11/2016,Report of OHCHR mission to Bangladesh,Verified,20.98652606,92.25909613
153146,Raped and Murdured,Central America & Mexico,Honduras,,1,Central America incl. Mexico,16/01/2017,La Policiaca and Cuarto de Guerra,Partially Verified,19.41681721,-98.12923511
153546,Drowning,Sub-Saharan Africa,Mixed,,74,Mediterranean,19/02/2017,"IOM Libya, Libyan Red Crescent",Verified,32.79602863,12.73482604
153547,,Central America & Mexico,,,1,Central America incl. Mexico,24/03/2016,El Circo,Partially Verified,22.08332617,-102.2666571
153548,Hypothermia,Middle East,Iraqui,,1,Europe,25/12/2016,UNHCR,Partially Verified,43.22980166,22.8833203
153946,Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse,Horn of Africa,,,1,North Africa,19/07/2016,Regional Mixed Migration Secretariat,Partially Verified,30.71824567,34.25173113
154346,Mixed,Central America & Mexico,Mixed,,18,U.S./Mexico Border,30/12/2016,Hidalgo County Sheriff,Verified,26.10034921,-98.26306991
154746,Drowning,Caribbean,Domican Republic,8,4,Caribbean,20/02/2017,Dominican Today,Partially Verified,19.02500683,-68.98153095
155146,Presumed Drowning,South East Asia,Indonesia,6,7,Southeast Asia,06/02/2017,AFP,Partially Verified,6.747518737,116.2249279
155147,Fell from train,,Guatemala,,1,Central America incl. Mexico,03/02/2017,El Mundo Cordoba,Partially Verified,18.74653191,-96.78310162
155148,Hit by train,,,,1,Central America incl. Mexico,21/02/2017,Periodico Correo,Partially Verified,20.511594,-100.950461
155149,Presumed drowning,South Asia,Pakistan,,3,Europe,21/02/2017,Expansion,Partially Verified,40.94202118,26.35335317
155151,Suffocation,Sub-Saharan Africa,,,13,North Africa,21/02/2017,IFRC MENA,Partially Verified,32.52734764,14.28525595
155152,Presumed drowning,,,,14,Mediterranean,22/02/2017,IOM Libya,Partially Verified,32.82198289,12.64941206
155546,Presumed drowning,Central America & Mexico,Honduras,,1,Central America incl. Mexico,14/02/2017,El Mundo de Orizaba,Partially Verified,18.83392934,-97.10562817
155946,Presumed drowning,,,,6,Mediterranean,18/02/2017,IOM Libya,Partially Verified,32.79612746,12.75750508
156346,Presumed drowning,Central America & Mexico,,,1,U.S./Mexico Border,22/02/2017,Super Channel 12,Partially Verified,28.7087934,-100.5118577
156347,Vehicle incident,Central America & Mexico,,,2,U.S./Mexico Border,22/02/2017,Localo,Partially Verified,32.22770601,-108.0133825
156348,Drowning,,,,1,Mediterranean,22/02/2017,EFE,Partially Verified,35.89530941,-5.303482164
156349,Hit by vehicle,Central America & Mexico,,,1,Central America incl. Mexico,23/02/2017,El Orbe,Partially Verified,15.15644602,-92.4782325
156746,Presumed drowning,,,105,,Mediterranean,18/02/2017,IOM Libya,Partially Verified,32.75587422,14.41983847
157146,Drowning,,,,13,Mediterranean,21/02/2017,IOM Libya,Partially Verified,32.66007156,14.26006464
157546,Murdered,Caribbean,Haitian,,1,Caribbean,31/01/2016,7 días,Partially Verified,19.54345523,-71.70899167
157547,Presumed drowning,,,9,,Mediterranean,10/08/2016,Asociación Pro Derechos Humanos de Andalucía,Partially Verified,35.91218521,-5.323158136
157548,"Starvation, sickness",Sub-Saharan Africa,Reported as unspecified nationals of Africa,,12,North Africa,25/02/2017,Agencia Nova,Partially Verified,31.74078946,13.99680879
157549,Electrocution on railway,Horn of Africa,Somalia,,1,Europe,26/02/2017,La Provincia,Partially Verified,45.84876787,9.007684583
157550,Unknown (remains),Caribbean,Haiti,,1,Caribbean,14/02/2017,Notidiarias,Partially Verified,19.56016818,-71.70798106
157946,Presumed drowning,North Africa,Algerian,3,1,Mediterranean,11/10/2016,Asociación Pro Derechos Humanos de Andalucía,Partially Verified,35.904219,-5.316549173
157947,Unknown (remains),Central America & Mexico,,,1,Central America incl. Mexico,23/11/2016,Minuto Chiapas,Partially Verified,16.73836151,-93.07303445
158346,Presumed drowning,,,,1,Mediterranean,25/02/2017,Informador,Partially Verified,36.49102343,-6.322044316
158347,Presumed drowning,South America,Brazil,,1,U.S./Mexico Border,27/02/2017,Lider Web,Partially Verified,27.4256824,-99.5320073
158348,Presumed drowning,Sub-Saharan Africa,,,1,Mediterranean,28/02/2017,Europa Sur,Partially Verified,36.07359251,-5.422005511
158746,Vehicle accident,Horn of Africa,Ethiopia,,1,Middle East,03/07/2016,Society for Humanitarian Solidarity,Partially Verified,15.9999965,48.99999728
158747,Drowning,Horn of Africa,Ethiopia,,4,Horn of Africa,14/07/2016,Society for Humanitarian Solidarity,Partially Verified,14.83250689,50.06411159
158748,Presumed drowning,Sub-Saharan Africa,,,1,Mediterranean,01/03/2017,Salvamento Maritimo via Twitter and La Voz Libre,Partially Verified,36.07621517,-5.798028031
158749,Presumed drowning,,,25,,Mediterranean,02/03/2017,IOM Italy,Partially Verified,33.01985834,13.364131
158750,Presumed drowning,,,6,,Mediterranean,03/03/2017,IOM Italy,Partially Verified,35.11388467,13.563511
158751,Unknown (skeletal remains),,,,1,U.S./Mexico Border,07/02/2017,Pima County Office of the Medical Examiner,Verified,31.4246,-111.2435
158752,Unknown (skeletal remains),,,,1,U.S./Mexico Border,08/02/2017,Pima County Office of the Medical Examiner,Verified,31.90777,-110.40457
158754,Unknown (skeletal remains),,,,1,U.S./Mexico Border,12/02/2017,Pima County Office of the Medical Examiner,Verified,31.847404,-111.404717
158755,Unknown (skeletal remains),,,,1,U.S./Mexico Border,13/02/2017,Pima County Office of the Medical Examiner,Verified,32.28982,-113.08218
158756,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,14/02/2017,Pima County Office of the Medical Examiner,Verified,31.42439,-111.24375
158757,Pima County (see spreadsheet for exact location),,,,1,U.S./Mexico Border,10/02/2017,Pima County Office of the Medical Examiner,Verified,32.16779,-113.11262
158758,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,16/02/2017,Pima County Office of the Medical Examiner,Verified,31.93328029,-112.4628037
158759,Unknown (skeletal remains),,,,1,U.S./Mexico Border,17/02/2017,Pima County Office of the Medical Examiner,Verified,31.85898,-112.40396
158760,Unknown (skeletal remains),,,,1,U.S./Mexico Border,19/02/2017,Pima County Office of the Medical Examiner,Verified,32.34814,-113.09823
158761,Unknown (skeletal remains),,,,1,U.S./Mexico Border,19/02/2017,Pima County Office of the Medical Examiner,Verified,32.393333,-113.1245
158762,Sickness,Sub-Saharan Africa,,,1,Mediterranean,02/03/2017,Reuters,Verified,37.2269121,15.48692366
158763,Unknown (skeletal remains),,,,1,U.S./Mexico Border,16/02/2017,Pima County Office of the Medical Examiner,Verified,31.95165,-112.83267
159146,Suffocation,Horn of Africa,Ethiopia,,1,Horn of Africa,22/09/2016,Society for Humanitarian Solidarity,Partially Verified,14.82207198,49.99628958
159147,Presumed drowning,,,,1,Mediterranean,25/02/2017,Informador,Partially Verified,32.80723493,12.72652707
159148,Shot,,,,22,North Africa,04/03/2017,IOM Libya,Verified,32.79210419,12.48757782
159149,Unknown (skeletal remains),,,,1,U.S./Mexico Border,09/02/2017,Pima County Office of the Medical Examiner,Verified,32.08317,-112.29913
159150,Unknown (skeletal remains),,,,1,U.S./Mexico Border,09/02/2017,Pima County Office of the Medical Examiner,Verified,32.31615,-113.08218
159151,Unknown (skeletal remains),,,,1,U.S./Mexico Border,09/02/2017,Pima County Office of the Medical Examiner,Verified,32.3235,-113.10186
159152,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,21/02/2017,Pima County Office of the Medical Examiner,Verified,31.820317,-112.141433
159153,Sickness,Central America & Mexico,Mexico,,1,U.S./Mexico Border,23/02/2017,Pima County Office of the Medical Examiner,Verified,31.49293,-111.40696
159154,Unknown (skeletal remains),Central America & Mexico,,,1,U.S./Mexico Border,24/02/2017,Pima County Office of the Medical Examiner,Verified,31.77614,-111.23924
159546,,South America,Ecuator,,1,Central America incl. Mexico,03/03/2015,El norte and El Diario,Partially Verified,19.682152,-101.169727
159946,heart attack,Caribbean,Cuban,,1,South America,26/05/2015,Diario de Cuba & El Colombiano,Partially Verified,8.092615997,-76.73311055
159947,Presumed drowning,Caribbean,Cuban,,1,South America,31/07/2015,El Colombiano,Partially Verified,8.523924852,-77.28751142
159948,Drowning,,,,7,Mediterranean,29/12/2015,IOM Tunisia,Verified,33.54701636,11.09801346
160346,Presumed drowning,Central America & Mexico,,,1,U.S./Mexico Border,05/03/2017,La prensa.mx,Partially Verified,26.09580448,-98.27295545
160746,Hit by vehicle,Central America & Mexico,Honduras,,1,Central America incl. Mexico,06/03/2017,La Noticia SV & La prensa gráfica,Partially Verified,13.7905808,-89.27489911
161146,Drowning,,,,3,Mediterranean,07/03/2017,IOM Lybia,Verified,32.65750775,14.27353748
161147,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Excessive_physical_abuse,Horn of Africa,,,3,North Africa,03/01/2017,Regional Mixed Migration Secretariat,Partially Verified,30.75544713,20.2262566
161148,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,1,North Africa,09/01/2017,Regional Mixed Migration Secretariat,Partially Verified,17.70373749,33.98701916
161149,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,1,North Africa,09/01/2017,Regional Mixed Migration Secretariat,Partially Verified,19.30849455,32.18793064
161150,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,,,1,North Africa,12/01/2017,Regional Mixed Migration Secretariat,Partially Verified,14.20529793,34.22817459
